name,state,pop,area,cases,case_rate
Elbert,Georgia,19194,351,1,1
Hampton,South Carolina,19222,559,1,1
Tishomingo,Mississippi,19383,424,1,1
Story,Iowa,97117,572,5,1
Butler,Alabama,19448,776,1,1
Long,Georgia,19559,400,1,1
Mercer,West Virginia,58758,418,3,1
Holmes,Florida,19617,478,1,1
Ashley,Arkansas,19657,925,1,1
Warren,North Carolina,19731,428,1,1
Bedford,Virginia,78997,6,4,1
Montague,Texas,19818,930,1,1
Lincoln,Wyoming,19830,4076,1,1
Butte,California,219186,1636,11,1
Duchesne,Utah,19938,3240,1,1
Union,Tennessee,19972,223,1,1
Texas,Oklahoma,19983,2041,1,1
Carroll,Iowa,20165,569,1,0
Marinette,Wisconsin,40350,1399,2,0
Woodward,Oklahoma,20211,1242,1,0
Adams,Wisconsin,20220,645,1,0
Jim Wells,Texas,40482,864,2,0
Spencer,Indiana,20277,396,1,0
Tazewell,Virginia,40595,518,2,0
Carbon,Utah,20463,1478,1,0
Lee,North Carolina,61779,254,3,0
Morgan,Missouri,20627,597,1,0
Levy,Florida,41503,1118,2,0
Macon,Illinois,104009,580,5,0
Gonzales,Texas,20837,1066,1,0
Conway,Arkansas,20846,552,1,0
Minidoka,Idaho,21039,757,1,0
Pettis,Missouri,42339,682,2,0
Butler,Missouri,42478,694,2,0
Lampasas,Texas,21428,712,1,0
Gaines,Texas,21492,1502,1,0
Hempstead,Arkansas,21532,727,1,0
Muskingum,Ohio,86215,664,4,0
Kandiyohi,Minnesota,43199,796,2,0
Mendocino,California,86749,3506,4,0
Cambria,Pennsylvania,130192,688,6,0
Leelanau,Michigan,21761,347,1,0
Jersey,Illinois,21773,369,1,0
Athens,Ohio,65327,503,3,0
Adams,Illinois,65435,855,3,0
Henry,Missouri,21824,696,1,0
Beckham,Oklahoma,21859,901,1,0
Ravalli,Montana,43806,2390,2,0
Jackson,North Carolina,43938,490,2,0
Nodaway,Missouri,22092,876,1,0
Johnson,Kentucky,22188,261,1,0
Williamson,Illinois,66597,420,3,0
Itasca,Minnesota,45130,2667,2,0
Asotin,Washington,22582,636,1,0
Caswell,North Carolina,22604,424,1,0
Emanuel,Georgia,22646,680,1,0
Habersham,Georgia,45328,276,2,0
Bonner,Idaho,45739,1734,2,0
Meeker,Minnesota,23222,608,1,0
Walker,Georgia,69761,446,3,0
Wise,Texas,69984,904,3,0
Ouachita,Arkansas,23382,732,1,0
Bingham,Idaho,46811,2093,2,0
Columbia,Arkansas,23457,766,1,0
Allegany,Maryland,70416,424,3,0
Saline,Illinois,23491,379,1,0
Portage,Wisconsin,70772,800,3,0
Dawson,Nebraska,23595,1013,1,0
Bonneville,Idaho,119062,1866,5,0
Parker,Texas,142878,903,6,0
Fremont,Colorado,47839,1533,2,0
Surry,North Carolina,71783,532,3,0
Ohio,Kentucky,23994,587,1,0
Upshur,West Virginia,24176,354,1,0
Blair,Pennsylvania,121829,525,5,0
Crook,Oregon,24404,2979,1,0
Somerset,Pennsylvania,73447,1074,3,0
Newaygo,Michigan,48980,813,2,0
Union,Georgia,24511,321,1,0
Dale,Alabama,49172,561,2,0
Yates,New York,24913,338,1,0
St Francis,Arkansas,24994,634,1,0
Grays Harbor,Washington,75061,1902,3,0
Hickman,Tennessee,25178,612,1,0
Dickinson,Michigan,25239,761,1,0
Texas,Missouri,25398,1177,1,0
Washington,Florida,25473,582,1,0
Waupaca,Wisconsin,50990,747,2,0
Atascosa,Texas,51153,1219,2,0
Grant,Wisconsin,51439,1146,2,0
Robeson,North Carolina,130625,949,5,0
Kerr,Texas,52600,1103,2,0
Carter,Kentucky,26797,409,1,0
Stearns,Minnesota,161075,1343,6,0
Hardee,Florida,26937,637,1,0
Grant,New Mexico,26998,3961,1,0
Ashe,North Carolina,27203,426,1,0
Tuolumne,California,54478,2220,2,0
San Miguel,New Mexico,27277,4715,1,0
Campbell,Virginia,54885,503,2,0
Hancock,Maine,54987,1586,2,0
Adams,Ohio,27698,583,1,0
Pike,Ohio,27772,440,1,0
Meade,South Dakota,28332,3470,1,0
Carroll,Arkansas,28380,630,1,0
Logan,Illinois,28618,618,1,0
Cherokee,South Carolina,57300,392,2,0
San Jacinto,Texas,28859,569,1,0
Palo Pinto,Texas,29189,951,1,0
Park,Wyoming,29194,6942,1,0
Trempealeau,Wisconsin,29649,732,1,0
Cass,Minnesota,29779,2021,1,0
Carroll,Virginia,29791,474,1,0
Pittsylvania,Virginia,60354,968,2,0
Laurel,Kentucky,60813,433,2,0
Dillon,South Carolina,30479,404,1,0
Kings,California,152940,1389,5,0
Caroline,Virginia,30725,527,1,0
Clare,Michigan,30950,564,1,0
Wabash,Indiana,30996,412,1,0
Haywood,North Carolina,62317,553,2,0
Polk,Minnesota,31364,1971,1,0
Hardin,Ohio,31365,470,1,0
Gilmer,Georgia,31369,426,1,0
Washington,Maine,31379,2562,1,0
Coos,New Hampshire,31563,1794,1,0
Sampson,North Carolina,63531,944,2,0
Dorchester,Maryland,31929,540,1,0
Bladen,North Carolina,32722,874,1,0
Titus,Texas,32750,406,1,0
McCurtain,Oklahoma,32832,1850,1,0
Weakley,Tennessee,33328,580,1,0
Ford,Kansas,33619,1098,1,0
Lee,Iowa,33657,517,1,0
Otero,New Mexico,67490,6613,2,0
Halifax,Virginia,33911,817,1,0
Effingham,Illinois,34008,478,1,0
Pulaski,Virginia,34027,319,1,0
Cowley,Kansas,34908,1125,1,0
Wapello,Iowa,34969,431,1,0
Greenup,Kentucky,35098,344,1,0
Lea,New Mexico,71070,4390,2,0
Uintah,Utah,35734,4479,1,0
Barry,Missouri,35789,778,1,0
Macon,North Carolina,35858,515,1,0
McLeod,Minnesota,35893,491,1,0
Webster,Iowa,35904,715,1,0
Cocke,Tennessee,36004,434,1,0
Wood,Wisconsin,72999,793,2,0
Williams,Ohio,36692,420,1,0
Chippewa,Michigan,37349,1558,1,0
Boone,Arkansas,37432,590,1,0
Oconto,Wisconsin,37930,997,1,0
Douglas,Minnesota,38141,637,1,0
Franklin,Illinois,38469,408,1,0
Clinton,Pennsylvania,38632,887,1,0
Guernsey,Ohio,38875,522,1,0
Des Moines,Iowa,38967,416,1,0
Warren,Pennsylvania,39191,884,1,0
Latah,Idaho,40108,1076,1,0
Howell,Missouri,40117,927,1,0
McKean,Pennsylvania,40625,979,1,0
Mississippi,Arkansas,40651,900,1,0
Benton,Minnesota,40889,408,1,0
Warren,Tennessee,41277,432,1,0
Baxter,Arkansas,41932,554,1,0
Holmes,Ohio,43960,422,1,0
Barren,Kentucky,44249,487,1,0
Barron,Wisconsin,45244,862,1,0
Greene,Arkansas,45325,577,1,0
Wood,Texas,45539,645,1,0
Carter,Oklahoma,48111,822,1,0
Knox,Illinois,49699,716,1,0
Le Flore,Oklahoma,49853,1589,1,0
Columbia,Oregon,52354,657,1,0
Anderson,Texas,57735,1062,1,0
Pike,Kentucky,57876,786,1,0
Otter Tail,Minnesota,58746,1972,1,0
Pender,North Carolina,63060,869,1,0
Crawford,Arkansas,63257,593,1,0
Tehama,California,65084,2949,1,0
Aroostook,Maine,67055,6671,1,0
Manitowoc,Wisconsin,78981,589,1,0
Henderson,Texas,82737,873,1,0
